Lookup Key,Name,Position,Salary Cap,Team,Position Group,Abbreviation,Bye Week
QBJaxson DartNYG,Jaxson Dart,QB,"$3,086,896 ",New York Giants,QB,NYG,14
LBJay HigginsBAL,Jay Higgins,LB,"$846,666 ",Baltimore Ravens,LB,BAL,7
DLJay ToiaDAL,Jay Toia,DT,"$878,279 ",Dallas Cowboys,DL,DAL,10
DLJay TufeleNYJ,Jay Tufele,DT,"$1,030,000 ",New York Jets,DL,NYJ,9
DBJay WardMIN,Jay Ward,CB,"$1,193,386 ",Minnesota Vikings,DB,MIN,6
DBJaycee HornCAR,Jaycee Horn,CB,"$7,350,400 ",Carolina Panthers,DB,CAR,14
QBJayden DanielsWAS,Jayden Daniels,QB,"$8,578,784 ",Washington Commanders,QB,WAS,12
WRJayden HigginsHOU,Jayden Higgins,WR,"$2,127,422 ",Houston Texans,WR,HOU,6
DBJayden PriceNO,Jayden Price,CB,"$840,000 ",New Orleans Saints,DB,NO,11
WRJayden ReedGB,Jayden Reed,WR,"$1,958,394 ",Green Bay Packers,WR,GB,5
RBJaydon BlueDAL,Jaydon Blue,RB,"$946,767 ",Dallas Cowboys,RB,DAL,10
LBJaylan FordNO,Jaylan Ford,LB,"$1,023,569 ",New Orleans Saints,LB,NO,11
DLJaylen HarrellTEN,Jaylen Harrell,DE,"$980,184 ",Tennessee Titans,DL,TEN,10
WRJaylen JohnsonLAC,Jaylen Johnson,WR,"$840,000 ",Los Angeles Chargers,WR,LAC,12
DBJaylen JonesLAC,Jaylen Jones,S,"$841,666 ",Los Angeles Chargers,DB,LAC,12
DBJaylen MahoneySF,Jaylen Mahoney,S,"$960,000 ",San Francisco 49ers,DB,SF,14
DBJaylen McColloughLAR,Jaylen McCollough,S,"$965,000 ",Los Angeles Rams,DB,LAR,8
DBJaylen ReedHOU,Jaylen Reed,S,"$900,950 ",Houston Texans,DB,HOU,6
WRJaylen WaddleMIA,Jaylen Waddle,WR,"$8,020,600 ",Miami Dolphins,WR,MIA,12
RBJaylen WarrenPIT,Jaylen Warren,RB,"$5,346,000 ",Pittsburgh Steelers,RB,PIT,5
DBJaylen WatsonKC,Jaylen Watson,CB,"$3,427,343 ",Kansas City Chiefs,DB,KC,10
RBJaylen WrightMIA,Jaylen Wright,RB,"$1,150,005 ",Miami Dolphins,RB,MIA,12
WRJaylin LaneWAS,Jaylin Lane,WR,"$1,068,463 ",Washington Commanders,WR,WAS,12
WRJaylin NoelHOU,Jaylin Noel,WR,"$1,175,792 ",Houston Texans,WR,HOU,6
DBJaylin SmithHOU,Jaylin Smith,CB,"$1,120,215 ",Houston Texans,DB,HOU,6
DBJaylinn HawkinsNE,Jaylinn Hawkins,S,"$1,800,000 ",New England Patriots,DB,NE,14
LBJaylon AllenSF,Jaylon Allen,OLB,"$840,000 ",San Francisco 49ers,LB,SF,14
LBJaylon CarliesIND,Jaylon Carlies,LB,"$1,044,060 ",Indianapolis Colts,LB,IND,11
DBJaylon JohnsonCHI,Jaylon Johnson,CB,"$21,000,000 ",Chicago Bears,DB,CHI,5
DBJaylon JonesARI,Jaylon Jones,S,"$1,200,000 ",Arizona Cardinals,DB,ARI,8
DBJaylon JonesIND,Jaylon Jones,CB,"$1,058,370 ",Indianapolis Colts,DB,IND,11
LBJaylon SmithLV,Jaylon Smith,ILB,"$1,030,000 ",Las Vegas Raiders,LB,LV,8
DLJayson JonesBAL,Jayson Jones,DT,"$841,666 ",Baltimore Ravens,DL,BAL,7
LBJB BrownDEN,JB Brown,LB,"$843,333 ",Denver Broncos,LB,DEN,12
LBJD BertrandATL,JD Bertrand,LB,"$1,047,506 ",Atlanta Falcons,LB,ATL,5
DBJeff OkudahMIN,Jeff Okudah,CB,"$2,350,000 ",Minnesota Vikings,DB,MIN,6
DLJeffery SimmonsTEN,Jeffery Simmons,DT,"$22,770,588 ",Tennessee Titans,DL,TEN,10
LBJeffrey BassaKC,Jeffrey Bassa,LB,"$943,413 ",Kansas City Chiefs,LB,KC,10
TEJelani WoodsIND,Jelani Woods,TE,"$1,709,423 ",Indianapolis Colts,TE,IND,11
DLJeremiah LedbetterNYG,Jeremiah Ledbetter,DE,"$1,775,000 ",New York Giants,DL,NYG,14
DLJeremiah PharmsNE,Jeremiah Pharms,DT,"$1,080,000 ",New England Patriots,DL,NE,14
LBJeremiah Trotter Jr.PHI,Jeremiah Trotter Jr.,LB,"$1,042,117 ",Philadelphia Eagles,LB,PHI,9
WRJeremiah WebbNE,Jeremiah Webb,WR,"$840,666 ",New England Patriots,WR,NE,14
DBJeremy ChinnLV,Jeremy Chinn,S,"$6,629,000 ",Las Vegas Raiders,DB,LV,8
RBJeremy McNicholsWAS,Jeremy McNichols,RB,"$1,197,500 ",Washington Commanders,RB,WAS,12
DBJeremy ReavesWAS,Jeremy Reaves,S,"$3,247,500 ",Washington Commanders,DB,WAS,12
TEJeremy RuckertNYJ,Jeremy Ruckert,TE,"$1,605,198 ",New York Jets,TE,NYJ,9
WRJerjuan NewtonDEN,Jerjuan Newton,WR,"$840,000 ",Denver Broncos,WR,DEN,12
WRJermaine BurtonCIN,Jermaine Burton,WR,"$1,322,931 ",Cincinnati Bengals,WR,CIN,10
DLJermaine JohnsonNYJ,Jermaine Johnson,DE,"$4,164,186 ",New York Jets,DL,NYJ,9
TEJermaine TerryNYG,Jermaine Terry,TE,"$845,000 ",New York Giants,TE,NYG,14
RBJermar JeffersonTEN,Jermar Jefferson,RB,"$960,000 ",Tennessee Titans,RB,TEN,10
DBJermari HarrisTEN,Jermari Harris,CB,"$843,333 ",Tennessee Titans,DB,TEN,10
LBJerome BakerCLE,Jerome Baker,ILB,"$1,197,500 ",Cleveland Browns,LB,CLE,9
RBJerome FordCLE,Jerome Ford,RB,"$1,830,537 ",Cleveland Browns,RB,CLE,9
DBJerrick Reed IISEA,Jerrick Reed II,S,"$1,073,701 ",Seattle Seahawks,DB,SEA,8
WRJerry JeudyCLE,Jerry Jeudy,WR,"$7,975,000 ",Cleveland Browns,WR,CLE,9
DLJerry TilleryKC,Jerry Tillery,DT,"$1,790,000 ",Kansas City Chiefs,DL,KC,10
WRJeshaun JonesMIN,Jeshaun Jones,WR,"$840,000 ",Minnesota Vikings,WR,MIN,6
DBJessie Bates IIIATL,Jessie Bates III,FS,"$22,250,000 ",Atlanta Falcons,DB,ATL,5
DBJevon HollandNYG,Jevon Holland,S,"$9,941,177 ",New York Giants,DB,NYG,14
WRJha'Quan JacksonTEN,Jha'Quan Jackson,WR,"$1,010,917 ",Tennessee Titans,WR,TEN,10
DBJi'Ayir BrownSF,Ji'Ayir Brown,SS,"$1,471,584 ",San Francisco 49ers,DB,SF,14
LBJihaad CampbellPHI,Jihaad Campbell,LB,"$2,709,741 ",Philadelphia Eagles,LB,PHI,9
LBJihad WardTEN,Jihad Ward,OLB,"$1,180,000 ",Tennessee Titans,LB,TEN,10
DBJimmie WardHOU,Jimmie Ward,S,"$5,669,118 ",Houston Texans,DB,HOU,6
QBJimmy GaroppoloLAR,Jimmy Garoppolo,QB,"$3,125,588 ",Los Angeles Rams,QB,LAR,8
WRJimmy HolidayKC,Jimmy Holiday,WR,"$840,000 ",Kansas City Chiefs,WR,KC,10
WRJimmy Horn Jr.CAR,Jimmy Horn Jr.,WR,"$888,860 ",Carolina Panthers,WR,CAR,14
DLJJ PeguesLV,JJ Pegues,DT,"$906,785 ",Las Vegas Raiders,DL,LV,8
PJK ScottLAC,JK Scott,P,"$2,200,000 ",Los Angeles Chargers,P,LAC,12
DBJL SkinnerDEN,JL Skinner,S,"$1,079,055 ",Denver Broncos,DB,DEN,12
WRJoaquin DavisDEN,Joaquin Davis,WR,"$841,666 ",Denver Broncos,WR,DEN,12
LBJoe AndreessenBUF,Joe Andreessen,ILB,"$960,833 ",Buffalo Bills,LB,BUF,7
LBJoe BachieIND,Joe Bachie,ILB,"$1,030,000 ",Indianapolis Colts,LB,IND,11
QBJoe BurrowCIN,Joe Burrow,QB,"$45,999,784 ",Cincinnati Bengals,QB,CIN,10
DLJoe EvansPHI,Joe Evans,DT,"$840,000 ",Philadelphia Eagles,DL,PHI,9
QBJoe FlaccoCLE,Joe Flacco,QB,"$2,854,000 ",Cleveland Browns,QB,CLE,9
LBJoe Giles-HarrisCIN,Joe Giles-Harris,ILB,"$1,100,000 ",Cincinnati Bengals,LB,CIN,10
QBJoe Milton IIIDAL,Joe Milton III,QB,"$960,000 ",Dallas Cowboys,QB,DAL,10
RBJoe MixonHOU,Joe Mixon,RB,"$9,411,765 ",Houston Texans,RB,HOU,6
LBJoe TryonCLE,Joe Tryon,OLB,"$1,910,000 ",Cleveland Browns,LB,CLE,9
DBJoey BlountARI,Joey Blount,S,"$1,700,000 ",Arizona Cardinals,DB,ARI,8
LBJoey BosaBUF,Joey Bosa,OLB,"$5,320,000 ",Buffalo Bills,LB,BUF,7
DBJoey Porter Jr.PIT,Joey Porter Jr.,CB,"$2,623,185 ",Pittsburgh Steelers,DB,PIT,5
KJoey SlyeTEN,Joey Slye,K,"$1,155,000 ",Tennessee Titans,K,TEN,10
TEJohn BatesWAS,John Bates,TE,"$4,333,333 ",Washington Commanders,TE,WAS,12
LBJohn BullockTB,John Bullock,LB,"$845,833 ",Tampa Bay Buccaneers,LB,TB,9
TEJohn CopenhaverJAC,John Copenhaver,TE,"$843,333 ",Jacksonville Jaguars,TE,JAC,8
TEJohn FitzPatrickGB,John FitzPatrick,TE,"$1,430,000 ",Green Bay Packers,TE,GB,5
DLJohn Franklin-MyersDEN,John Franklin-Myers,DE,"$10,000,000 ",Denver Broncos,DL,DEN,12
DBJohn HumphreyLV,John Humphrey,CB,"$844,000 ",Las Vegas Raiders,DB,LV,8
WRJohn JacksonCHI,John Jackson,WR,"$840,000 ",Chicago Bears,WR,CHI,5
DLJohn JenkinsBAL,John Jenkins,DT,"$1,850,000 ",Baltimore Ravens,DL,BAL,7
WRJohn MetchieHOU,John Metchie,WR,"$2,567,782 ",Houston Texans,WR,HOU,6
KJohn Parker RomoNE,John Parker Romo,K,"$960,000 ",New England Patriots,K,NE,14
WRJohn RichardsonCHI,John Richardson,WR,"$846,666 ",Chicago Bears,WR,CHI,5
DLJohn RidgewayNO,John Ridgeway,DT,"$1,100,000 ",New Orleans Saints,DL,NO,11
DBJohn Saunders JrMIA,John Saunders Jr,S,"$846,666 ",Miami Dolphins,DB,MIA,12
TEJohn StephensDAL,John Stephens,TE,"$961,000 ",Dallas Cowboys,TE,DAL,10
QBJohn WolfordJAC,John Wolford,QB,"$1,030,000 ",Jacksonville Jaguars,QB,JAC,8
DBJohnathan BaldwinGB,Johnathan Baldwin,S,"$845,000 ",Green Bay Packers,DB,GB,5
DBJohnathan EdwardsIND,Johnathan Edwards,S,"$850,000 ",Indianapolis Colts,DB,IND,11
DLJohnathan HankinsSEA,Johnathan Hankins,DT,"$2,115,000 ",Seattle Seahawks,DL,SEA,8
PJohnny HekkerTEN,Johnny Hekker,P,"$1,197,500 ",Tennessee Titans,P,TEN,10
TEJohnny MundtJAC,Johnny Mundt,TE,"$2,250,000 ",Jacksonville Jaguars,TE,JAC,8
DLJohnny NewtonWAS,Johnny Newton,DT,"$2,217,725 ",Washington Commanders,DL,WAS,12
WRJohnny WilsonPHI,Johnny Wilson,WR,"$1,009,252 ",Philadelphia Eagles,WR,PHI,9
LBJon RhattiganCAR,Jon Rhattigan,ILB,"$1,600,000 ",Carolina Panthers,LB,CAR,14
DLJonah EllissDEN,Jonah Elliss,DE,"$1,334,253 ",Denver Broncos,DL,DEN,12
DLJonah LauluLV,Jonah Laulu,DT,"$960,000 ",Las Vegas Raiders,DL,LV,8
DLJonah WilliamsNO,Jonah Williams,DE,"$1,030,000 ",New Orleans Saints,DL,NO,11
DBJonas SankerNO,Jonas Sanker,S,"$1,135,491 ",New Orleans Saints,DB,NO,11
DLJonathan AllenMIN,Jonathan Allen,DT,"$6,421,667 ",Minnesota Vikings,DL,MIN,6
DLJonathan BullardNO,Jonathan Bullard,DE,"$1,422,500 ",New Orleans Saints,DL,NO,11
DLJonathan FordCHI,Jonathan Ford,DT,"$1,030,000 ",Chicago Bears,DL,CHI,5
LBJonathan GarvinSF,Jonathan Garvin,OLB,"$1,100,000 ",San Francisco 49ers,LB,SF,14
DLJonathan GreenardMIN,Jonathan Greenard,DE,"$22,300,000 ",Minnesota Vikings,DL,MIN,6
DLJonathan HarrisMIN,Jonathan Harris,DE,"$1,030,000 ",Minnesota Vikings,DL,MIN,6
DBJonathan JonesWAS,Jonathan Jones,CB,"$5,500,000 ",Washington Commanders,DB,WAS,12
KJonathan KimCHI,Jonathan Kim,K,"$841,666 ",Chicago Bears,K,CHI,5
WRJonathan MingoDAL,Jonathan Mingo,WR,"$1,555,145 ",Dallas Cowboys,WR,DAL,10
DBJonathan OwensCHI,Jonathan Owens,SS,"$1,925,000 ",Chicago Bears,DB,CHI,5
RBJonathan TaylorIND,Jonathan Taylor,RB,"$15,382,000 ",Indianapolis Colts,RB,IND,11
LBJonathon CooperDEN,Jonathon Cooper,OLB,"$8,145,000 ",Denver Broncos,LB,DEN,12
TEJonnu SmithPIT,Jonnu Smith,TE,"$5,127,500 ",Pittsburgh Steelers,TE,PIT,5
WRJordan AddisonMIN,Jordan Addison,WR,"$3,745,020 ",Minnesota Vikings,WR,MIN,6
DBJordan BattleCIN,Jordan Battle,S,"$1,452,277 ",Cincinnati Bengals,DB,CIN,10
WRJordan BlyNYG,Jordan Bly,WR,"$841,666 ",New York Giants,WR,NYG,14
DLJordan BurchARI,Jordan Burch,DE,"$1,179,905 ",Arizona Cardinals,DL,ARI,8
DBJordan ClarkNYJ,Jordan Clark,CB,"$846,666 ",New York Jets,DB,NYJ,9
DBJordan ColbertMIA,Jordan Colbert,S,"$840,000 ",Miami Dolphins,DB,MIA,12
DLJordan DavisPHI,Jordan Davis,DT,"$5,399,787 ",Philadelphia Eagles,DL,PHI,9
DLJordan ElliottSF,Jordan Elliott,DT,"$3,406,165 ",San Francisco 49ers,DL,SF,14
DBJordan FullerATL,Jordan Fuller,S,"$1,155,000 ",Atlanta Falcons,DB,ATL,5
DBJordan HancockBUF,Jordan Hancock,CB,"$920,054 ",Buffalo Bills,DB,BUF,7
DBJordan HowdenNO,Jordan Howden,S,"$1,111,682 ",New Orleans Saints,DB,NO,11
DLJordan JacksonDEN,Jordan Jackson,DE,"$960,000 ",Denver Broncos,DL,DEN,12
RBJordan JamesSF,Jordan James,RB,"$949,923 ",San Francisco 49ers,RB,SF,14
DLJordan JeffersonJAC,Jordan Jefferson,DT,"$1,155,769 ",Jacksonville Jaguars,DL,JAC,8
QBJordan LoveGB,Jordan Love,QB,"$29,687,143 ",Green Bay Packers,QB,GB,5
LBJordan MageeWAS,Jordan Magee,LB,"$1,052,807 ",Washington Commanders,LB,WAS,12
RBJordan MasonMIN,Jordan Mason,RB,"$2,250,000 ",Minnesota Vikings,RB,MIN,6
DLJordan MillerDEN,Jordan Miller,DT,"$840,000 ",Denver Broncos,DL,DEN,12
RBJordan MimsTEN,Jordan Mims,RB,"$960,000 ",Tennessee Titans,RB,TEN,10
WRJordan MooreCIN,Jordan Moore,WR,"$846,666 ",Cincinnati Bengals,WR,CIN,10
DBJordan OladokunLAC,Jordan Oladokun,CB,"$843,333 ",Los Angeles Chargers,DB,LAC,12
DLJordan PhillipsMIA,Jordan Phillips,DT,"$954,576 ",Miami Dolphins,DL,MIA,12
DBJordan PolkNE,Jordan Polk,S,"$843,333 ",New England Patriots,DB,NE,14
PJordan StoutBAL,Jordan Stout,P,"$1,274,459 ",Baltimore Ravens,P,BAL,7
RBJordan WatersLAR,Jordan Waters,RB,"$842,333 ",Los Angeles Rams,RB,LAR,8
WRJordan WatkinsSF,Jordan Watkins,WR,"$1,006,454 ",San Francisco 49ers,WR,SF,14
WRJordan WhittingtonLAR,Jordan Whittington,WR,"$994,597 ",Los Angeles Rams,WR,LAR,8
DLJordon RileyNYG,Jordon Riley,DT,"$1,050,942 ",New York Giants,DL,NYG,14
LBJordyn BrooksMIA,Jordyn Brooks,LB,"$11,050,000 ",Miami Dolphins,LB,MIA,12
DLJosaiah StewartLAR,Josaiah Stewart,DE,"$1,140,984 ",Los Angeles Rams,DL,LAR,8
LBJose RamirezTB,Jose Ramirez,OLB,"$960,000 ",Tampa Bay Buccaneers,LB,TB,9
DLJoseph OssaiCIN,Joseph Ossai,DE,"$6,500,000 ",Cincinnati Bengals,DL,CIN,10
QBJosh AllenBUF,Josh Allen,QB,"$36,335,281 ",Buffalo Bills,QB,BUF,7
DBJosh BlackwellCHI,Josh Blackwell,CB,"$2,375,000 ",Chicago Bears,DB,CHI,5
DBJosh ButlerDAL,Josh Butler,S,"$960,000 ",Dallas Cowboys,DB,DAL,10
WRJosh DownsIND,Josh Downs,WR,"$1,505,580 ",Indianapolis Colts,WR,IND,11
DBJosh HayesTB,Josh Hayes,S,"$1,081,093 ",Tampa Bay Buccaneers,DB,TB,9
LBJosh Hines-AllenJAC,Josh Hines-Allen,OLB,"$15,370,588 ",Jacksonville Jaguars,LB,JAC,8
RBJosh JacobsGB,Josh Jacobs,RB,"$11,325,000 ",Green Bay Packers,RB,GB,5
DBJosh JobeSEA,Josh Jobe,CB,"$1,860,000 ",Seattle Seahawks,DB,SEA,8
QBJosh JohnsonWAS,Josh Johnson,QB,"$1,197,500 ",Washington Commanders,QB,WAS,12
WRJosh KellyDAL,Josh Kelly,WR,"$842,500 ",Dallas Cowboys,WR,DAL,10
DBJosh MinkinsNE,Josh Minkins,S,"$842,333 ",New England Patriots,DB,NE,14
DBJosh NewtonCIN,Josh Newton,CB,"$1,044,319 ",Cincinnati Bengals,DB,CIN,10
TEJosh OliverMIN,Josh Oliver,TE,"$4,264,000 ",Minnesota Vikings,TE,MIN,6
DLJosh PaschalDET,Josh Paschal,DE,"$2,461,345 ",Detroit Lions,DL,DET,8
LBJosh PearcyLAR,Josh Pearcy,LB,"$843,333 ",Los Angeles Rams,LB,LAR,8
WRJosh ReynoldsNYJ,Josh Reynolds,WR,"$2,750,000 ",New York Jets,WR,NYJ,9
LBJosh RossSEA,Josh Ross,ILB,"$1,030,000 ",Seattle Seahawks,LB,SEA,8
LBJosh SweatARI,Josh Sweat,OLB,"$7,300,000 ",Arizona Cardinals,LB,ARI,8
DLJosh TupouIND,Josh Tupou,DT,"$1,030,000 ",Indianapolis Colts,DL,IND,11
DBJosh WallaceLAR,Josh Wallace,CB,"$980,000 ",Los Angeles Rams,DB,LAR,8
TEJosh WhyleTEN,Josh Whyle,TE,"$1,111,343 ",Tennessee Titans,TE,TEN,10
RBJosh WilliamsTB,Josh Williams,RB,"$845,000 ",Tampa Bay Buccaneers,RB,TB,9
LBJosh WoodsATL,Josh Woods,LB,"$1,030,000 ",Atlanta Falcons,LB,ATL,5
QBJoshua DobbsNE,Joshua Dobbs,QB,"$2,925,000 ",New England Patriots,QB,NE,14
DLJoshua FarmerNE,Joshua Farmer,DT,"$1,006,454 ",New England Patriots,DL,NE,14
KJoshua KartyLAR,Joshua Karty,K,"$994,597 ",Los Angeles Rams,K,LAR,8
DBJoshua MetellusMIN,Joshua Metellus,S,"$4,730,000 ",Minnesota Vikings,DB,MIN,6
WRJoshua PalmerBUF,Joshua Palmer,WR,"$4,310,000 ",Buffalo Bills,WR,BUF,7
DBJoshua PickettDEN,Joshua Pickett,CB,"$843,333 ",Denver Broncos,DB,DEN,12
TEJoshua SimonATL,Joshua Simon,TE,"$846,666 ",Atlanta Falcons,TE,ATL,5
LBJoshua UchePHI,Joshua Uche,OLB,"$1,320,000 ",Philadelphia Eagles,LB,PHI,9
DBJoshua WilliamsKC,Joshua Williams,CB,"$3,572,565 ",Kansas City Chiefs,DB,KC,10
DBJoshuah BledsoeTEN,Joshuah Bledsoe,S,"$960,000 ",Tennessee Titans,DB,TEN,10
TEJosiah DeguaraARI,Josiah Deguara,TE,"$1,030,000 ",Arizona Cardinals,TE,ARI,8
DBJourdan LewisJAC,Jourdan Lewis,CB,"$5,818,627 ",Jacksonville Jaguars,DB,JAC,8
DLJowon BriggsCLE,Jowon Briggs,DT,"$960,000 ",Cleveland Browns,DL,CLE,9
DLJT TuimoloauIND,JT Tuimoloau,DE,"$1,807,722 ",Indianapolis Colts,DL,IND,11
DBJT WoodsLV,JT Woods,S,"$1,030,000 ",Las Vegas Raiders,DB,LV,8
DBJuan ThornhillPIT,Juan Thornhill,S,"$3,000,000 ",Pittsburgh Steelers,DB,PIT,5
DBJuanyeh ThomasDAL,Juanyeh Thomas,S,"$1,030,000 ",Dallas Cowboys,DB,DAL,10
WRJuJu Smith-SchusterKC,JuJu Smith-Schuster,WR,"$1,197,500 ",Kansas City Chiefs,WR,KC,10
DBJulian BlackmonNO,Julian Blackmon,S,"$3,170,000 ",New Orleans Saints,DB,NO,11
WRJulian FlemingGB,Julian Fleming,WR,"$843,333 ",Green Bay Packers,WR,GB,5
WRJulian HicksGB,Julian Hicks,WR,"$840,000 ",Green Bay Packers,WR,GB,5
TEJulian HillMIA,Julian Hill,TE,"$1,034,167 ",Miami Dolphins,TE,MIA,12
DBJulian LoveSEA,Julian Love,FS,"$6,116,666 ",Seattle Seahawks,DB,SEA,8
LBJulian OkwaraCLE,Julian Okwara,OLB,"$1,167,500 ",Cleveland Browns,LB,CLE,9
DBJulius BrentsIND,Julius Brents,CB,"$2,235,528 ",Indianapolis Colts,DB,IND,11
RBJulius ChestnutTEN,Julius Chestnut,RB,"$1,100,000 ",Tennessee Titans,RB,TEN,10
DBJulius WoodTEN,Julius Wood,S,"$960,000 ",Tennessee Titans,DB,TEN,10
WRJunior BergenSF,Junior Bergen,WR,"$865,418 ",San Francisco 49ers,WR,SF,14
LBJunior ColsonLAC,Junior Colson,LB,"$1,369,774 ",Los Angeles Chargers,LB,LAC,12
DLJunior TafunaHOU,Junior Tafuna,DT,"$848,333 ",Houston Texans,DL,HOU,6
RBJustice HillBAL,Justice Hill,RB,"$2,416,666 ",Baltimore Ravens,RB,BAL,7
WRJustin BarronDAL,Justin Barron,WR,"$846,666 ",Dallas Cowboys,WR,DAL,10
DLJustin EboigbeLAC,Justin Eboigbe,DT,"$1,169,753 ",Los Angeles Chargers,DL,LAC,12
QBJustin FieldsNYJ,Justin Fields,QB,"$8,000,000 ",New York Jets,QB,NYJ,9
QBJustin HerbertLAC,Justin Herbert,QB,"$37,345,675 ",Los Angeles Chargers,QB,LAC,12
WRJustin JeffersonMIN,Justin Jefferson,WR,"$15,167,600 ",Minnesota Vikings,WR,MIN,6
DLJustin JonesARI,Justin Jones,DT,"$11,345,000 ",Arizona Cardinals,DL,ARI,8
DBJustin ReidNO,Justin Reid,S,"$3,800,000 ",New Orleans Saints,DB,NO,11
TEJustin ShorterLV,Justin Shorter,TE,"$960,000 ",Las Vegas Raiders,TE,LV,8
LBJustin StrnadDEN,Justin Strnad,ILB,"$1,337,500 ",Denver Broncos,LB,DEN,12
DBJustin WalleyIND,Justin Walley,CB,"$1,171,639 ",Indianapolis Colts,DB,IND,11
WRJustin WatsonHOU,Justin Watson,WR,"$2,500,000 ",Houston Texans,WR,HOU,6
TEJuwan JohnsonNO,Juwan Johnson,TE,"$5,245,000 ",New Orleans Saints,TE,NO,11
LBK.C. OssaiHOU,K.C. Ossai,LB,"$845,000 ",Houston Texans,LB,HOU,6
LBK.J. BrittMIA,K.J. Britt,ILB,"$1,197,500 ",Miami Dolphins,LB,MIA,12
WRK.J. HamlerBUF,K.J. Hamler,WR,"$1,108,000 ",Buffalo Bills,WR,BUF,7
DLK.J. HenryCLE,K.J. Henry,DE,"$1,030,000 ",Cleveland Browns,DL,CLE,9
WRK.J. OsbornWAS,K.J. Osborn,WR,"$1,055,000 ",Washington Commanders,WR,WAS,12
LBK’Lavon ChaissonNE,K’Lavon Chaisson,OLB,"$3,940,000 ",New England Patriots,LB,NE,14
DBK'Von WallaceNYG,K'Von Wallace,S,"$1,030,000 ",New York Giants,DB,NYG,14
KKa'imi FairbairnHOU,Ka'imi Fairbairn,K,"$6,733,110 ",Houston Texans,K,HOU,6
WRKaden DavisCLE,Kaden Davis,WR,"$840,000 ",Cleveland Browns,WR,CLE,9
LBKaden EllissATL,Kaden Elliss,ILB,"$8,500,000 ",Atlanta Falcons,LB,ATL,5
WRKaden PratherBUF,Kaden Prather,WR,"$867,592 ",Buffalo Bills,WR,BUF,7
DBKaevon MerriweatherTB,Kaevon Merriweather,S,"$1,030,000 ",Tampa Bay Buccaneers,DB,TB,9
DBKahlef HailassieMIN,Kahlef Hailassie,S,"$1,030,000 ",Minnesota Vikings,DB,MIN,6
PKai KroegerNO,Kai Kroeger,P,"$840,000 ",New Orleans Saints,P,NO,11
DBKaiir ElamDAL,Kaiir Elam,CB,"$2,571,929 ",Dallas Cowboys,DB,DAL,10
DLKaimon RuckerBAL,Kaimon Rucker,DE,"$840,000 ",Baltimore Ravens,DL,BAL,7
LBKain MedranoWAS,Kain Medrano,LB,"$892,086 ",Washington Commanders,LB,WAS,12
RBKaleb JohnsonPIT,Kaleb Johnson,RB,"$1,158,557 ",Pittsburgh Steelers,RB,PIT,5
RBKalel MullingsTEN,Kalel Mullings,RB,"$899,626 ",Tennessee Titans,RB,TEN,10
DBKalen KingGB,Kalen King,CB,"$840,000 ",Green Bay Packers,DB,GB,5
DLKalia DavisSF,Kalia Davis,DT,"$1,133,004 ",San Francisco 49ers,DL,SF,14
WRKalif RaymondDET,Kalif Raymond,WR,"$6,950,000 ",Detroit Lions,WR,DET,8
DBKam AlexanderSEA,Kam Alexander,CB,"$840,000 ",Seattle Seahawks,DB,SEA,8
LBKam ArnoldWAS,Kam Arnold,LB,"$843,333 ",Washington Commanders,LB,WAS,12
DBKam CurlLAR,Kam Curl,SS,"$4,750,000 ",Los Angeles Rams,DB,LAR,8
DBKamal HaddenGB,Kamal Hadden,CB,"$840,000 ",Green Bay Packers,DB,GB,5
DBKamari LassiterHOU,Kamari Lassiter,CB,"$2,048,818 ",Houston Texans,DB,HOU,6
WRKameron JohnsonTB,Kameron Johnson,WR,"$963,333 ",Tampa Bay Buccaneers,WR,TB,9
DBKamren KinchensLAR,Kamren Kinchens,S,"$1,271,889 ",Los Angeles Rams,DB,LAR,8
LBKana’i MaugaLAC,Kana’i Mauga,ILB,"$1,030,000 ",Los Angeles Chargers,LB,LAC,12
RBKareem HuntKC,Kareem Hunt,RB,"$1,482,353 ",Kansas City Chiefs,RB,KC,10
LBKarene ReidDEN,Karene Reid,LB,"$845,000 ",Denver Broncos,LB,DEN,12
DLKarl BrooksGB,Karl Brooks,DT,"$1,083,007 ",Green Bay Packers,DL,GB,5
WRKavontae TurpinDAL,Kavontae Turpin,WR,"$3,100,000 ",Dallas Cowboys,WR,DAL,10
RBKay'ron Lynch-AdamsCAR,Kay'ron Lynch-Adams,RB,"$843,333 ",Carolina Panthers,RB,CAR,14
WRKayshon BoutteNE,Kayshon Boutte,WR,"$1,076,818 ",New England Patriots,WR,NE,14
LBKayvon ThibodeauxNYG,Kayvon Thibodeaux,OLB,"$9,971,512 ",New York Giants,LB,NYG,14
WRKe’Shawn WilliamsPIT,Ke’Shawn Williams,WR,"$843,333 ",Pittsburgh Steelers,WR,PIT,5
WRKeAndre Lambert-SmithLAC,KeAndre Lambert-Smith,WR,"$942,001 ",Los Angeles Chargers,WR,LAC,12
RBKeaton MitchellBAL,Keaton Mitchell,RB,"$1,036,000 ",Baltimore Ravens,RB,BAL,7
QBKedon SlovisHOU,Kedon Slovis,QB,"$840,000 ",Houston Texans,QB,HOU,6
DLKeeanu BentonPIT,Keeanu Benton,DT,"$1,999,942 ",Pittsburgh Steelers,DL,PIT,5
DBKeenan GarberMIN,Keenan Garber,CB,"$842,500 ",Minnesota Vikings,DB,MIN,6
